,Rooms,Type,Method,Distance,Bathroom,Car,Landsize,BuildingArea,RegionName,PropertyCount,Price,Age
12587,2,u,S,8.1,2,1,0,85,Southern Metropolitan,6923,742500,8
12588,3,h,S,9.3,,,,,Southern Metropolitan,5051,1690000,
12589,5,h,S,9.3,,,,,Southern Metropolitan,5051,1410000,
12590,3,t,VB,9.3,2,2,265,,Southern Metropolitan,5051,1000000,
12591,2,h,S,9.3,1,1,534,,Southern Metropolitan,5051,1104000,
12592,3,t,S,9.3,,,,,Southern Metropolitan,5051,,
12593,2,u,S,9.3,1,1,0,71,Southern Metropolitan,5051,630000,16
12594,3,h,S,9.3,2,1,305,129,Southern Metropolitan,5051,1350000,94
12595,2,h,S,9.3,1,2,311,,Southern Metropolitan,5051,997000,
12596,2,u,S,9.3,1,1,0,61,Southern Metropolitan,5051,490000,59
12597,3,h,S,13.6,,,,,Southern Metropolitan,3582,1265000,
12598,4,h,SP,13.6,2,2,490,,Southern Metropolitan,3582,,
12599,3,t,PI,13.6,,,,,Southern Metropolitan,3582,,
12600,3,u,PI,13.6,2,2,235,112,Southern Metropolitan,3582,701000,19
12601,2,h,S,13.6,,,,,Southern Metropolitan,3582,1100000,
12602,3,t,SP,13.6,,,,,Southern Metropolitan,3582,,
12603,3,t,S,13.6,1,2,418,132,Southern Metropolitan,3582,905000,64
12604,3,u,SA,13.6,2,2,286,124,Southern Metropolitan,3582,988000,11
12605,3,t,VB,13.6,2,2,213,115,Southern Metropolitan,3582,820000,7
12606,4,h,S,3.4,1,2,306,,Northern Metropolitan,2954,1825000,
12607,3,h,S,3.4,1,1,230,127,Northern Metropolitan,2954,1500000,119
12608,1,u,S,3.4,,,,,Northern Metropolitan,2954,538000,
12609,2,h,S,3.4,,,,,Northern Metropolitan,2954,880000,
12610,2,u,S,3.4,1,1,72,90,Northern Metropolitan,2954,641000,39
12611,2,h,S,3.4,1,0,158,95,Northern Metropolitan,2954,1250000,129
12612,3,h,S,3.4,1,0,276,170,Northern Metropolitan,2954,1652500,115
12613,2,h,S,3.4,1,1,168,,Northern Metropolitan,2954,1250000,
12614,3,h,S,3.4,1,2,290,,Northern Metropolitan,2954,1660000,
12615,1,u,S,3.4,1,1,0,45,Northern Metropolitan,2954,465000,49
12616,2,h,VB,3.4,1,0,194,,Northern Metropolitan,2954,700000,
12617,2,h,S,3.4,1,0,193,,Northern Metropolitan,2954,1000000,
12618,2,u,S,3.4,1,1,36,,Northern Metropolitan,2954,712000,
12619,3,h,S,3.4,1,1,286,,Northern Metropolitan,2954,,
12620,2,h,S,3.4,1,1,118,,Northern Metropolitan,2954,1650000,
12621,2,u,SN,7.8,,,,,Northern Metropolitan,11204,,
12622,2,u,S,7.8,1,0,388,69,Northern Metropolitan,11204,495000,59
12623,2,h,S,7.8,1,0,275,106.2,Northern Metropolitan,11204,930000,99
12624,2,t,PI,7.8,,,,,Northern Metropolitan,11204,,
12625,3,t,PI,7.8,,,,,Northern Metropolitan,11204,,
12626,2,t,S,7.8,1,1,0,112.9,Northern Metropolitan,11204,781000,5
12627,3,h,S,7.8,1,1,415,,Northern Metropolitan,11204,995000,
12628,2,h,SP,7.8,1,2,0,64,Northern Metropolitan,11204,677776,39
12629,2,h,SN,7.8,1,2,245,109,Northern Metropolitan,11204,,109
12630,3,h,PI,7.8,1,1,399,,Northern Metropolitan,11204,790000,
12631,4,t,S,7.8,2,1,3747,143,Northern Metropolitan,11204,680000,13
12632,3,h,S,7.8,2,2,588,,Northern Metropolitan,11204,1180000,
12633,3,h,S,7.8,1,3,480,,Northern Metropolitan,11204,940500,
12634,3,t,S,7.8,1,2,120,113.76,Northern Metropolitan,11204,824000,29
12635,2,h,S,7.8,1,2,413,,Northern Metropolitan,11204,941000,
12636,2,h,SP,7.8,1,1,154,,Northern Metropolitan,11204,,
12637,2,h,S,7.8,1,1,314,,Northern Metropolitan,11204,775000,
12638,3,h,PI,7.8,1,2,391,,Northern Metropolitan,11204,985000,
12639,3,h,SP,7.8,2,0,341,,Northern Metropolitan,11204,1020000,99
12640,3,h,SN,7.8,1,2,398,,Northern Metropolitan,11204,,
12641,3,h,SP,7.8,,,,,Northern Metropolitan,11204,940000,
12642,4,h,VB,7.8,2,1,453,187,Northern Metropolitan,11204,1500000,109
12643,2,u,S,7.8,1,1,79,,Northern Metropolitan,11204,590000,
12644,4,h,S,7.8,2,1,172,135,Northern Metropolitan,11204,1005000,119
12645,2,h,SN,7.8,1,1,319,110,Northern Metropolitan,11204,,99
12646,4,h,SP,7.8,2,1,398,123,Northern Metropolitan,11204,901000,69
12647,3,h,S,7.8,1,3,414,153.1,Northern Metropolitan,11204,990000,89
12648,6,h,S,7.8,3,4,768,285,Northern Metropolitan,11204,1455000,22
12649,3,h,S,7.8,2,2,500,148,Northern Metropolitan,11204,1250000,119
12650,3,h,S,7.8,1,1,160,120,Northern Metropolitan,11204,710000,
12651,5,h,S,7.8,3,2,635,108,Northern Metropolitan,11204,1790000,99
12652,2,u,S,7.8,1,1,136,81,Northern Metropolitan,11204,650000,44
12653,3,h,S,7.8,,,,,Northern Metropolitan,11204,1410000,
12654,3,t,PI,7.8,2,2,531,112,Northern Metropolitan,11204,720000,3
12655,3,t,PI,7.8,2,2,531,112,Northern Metropolitan,11204,720000,3
12656,2,h,S,9.2,,,,,Northern Metropolitan,3445,640000,
12657,6,h,S,9.2,4,2,478,316,Northern Metropolitan,3445,,5
12658,4,h,S,9.2,2,2,456,,Northern Metropolitan,3445,1240000,
12659,2,u,S,9.2,,,,,Northern Metropolitan,3445,,
12660,3,h,S,9.2,1,1,592,,Northern Metropolitan,3445,875000,
12661,3,h,S,9.2,1,2,560,,Northern Metropolitan,3445,887000,
12662,4,h,S,9.2,1,1,545,,Northern Metropolitan,3445,770000,
12663,4,h,S,9.2,,,,,Northern Metropolitan,3445,1070000,
12664,2,u,VB,9.2,1,1,0,,Northern Metropolitan,3445,330000,49
12665,3,t,S,9.2,,,,,Northern Metropolitan,3445,801000,
12666,4,h,SN,9.2,2,2,510,,Northern Metropolitan,3445,,
12667,3,h,S,9.2,,,,,Northern Metropolitan,3445,761000,
12668,4,h,S,9.2,,,,,Northern Metropolitan,3445,968000,
12669,2,u,S,1.6,1,1,0,63,Northern Metropolitan,4553,535000,49
12670,3,t,S,1.6,1,2,125,,Northern Metropolitan,4553,1308000,29
12671,2,u,PI,1.6,2,1,0,,Northern Metropolitan,4553,,
12672,3,h,SP,1.6,2,1,108,162,Northern Metropolitan,4553,,14
12673,2,t,S,1.6,1,1,15900,98,Northern Metropolitan,4553,945000,139
12674,1,u,VB,1.6,1,0,0,,Northern Metropolitan,4553,550000,24
12675,3,h,S,1.6,1,0,168,,Northern Metropolitan,4553,1309000,
12676,3,h,S,1.6,1,1,209,,Northern Metropolitan,4553,1300000,
12677,2,h,S,1.6,1,0,112,100,Northern Metropolitan,4553,888000,119
12678,3,u,S,1.6,2,0,0,,Northern Metropolitan,4553,,
12679,2,t,S,1.6,,,,,Northern Metropolitan,4553,1075000,
12680,3,u,SP,1.6,2,2,0,148,Northern Metropolitan,4553,1000000,14
12681,2,u,VB,1.6,,,,,Northern Metropolitan,4553,500000,
12682,3,h,S,1.6,2,0,146,,Northern Metropolitan,4553,,
12683,3,h,S,2.5,1,1,117,147,Northern Metropolitan,1123,1350000,119
12684,2,h,S,2.5,1,0,117,,Northern Metropolitan,1123,855000,
12685,2,u,PI,1.9,,,,,Southern Metropolitan,4707,,
12686,1,u,PN,1.9,1,0,0,57,Southern Metropolitan,4707,,14
12687,2,u,SN,1.9,,,,,Southern Metropolitan,4707,,
12688,3,t,SP,13.9,2,2,318,,Eastern Metropolitan,9028,,
12689,3,h,PI,13.9,,,,,Eastern Metropolitan,9028,840000,
12690,2,t,SP,13.9,1,1,85,114,Eastern Metropolitan,9028,,10
12691,2,u,S,13.9,,,,,Eastern Metropolitan,9028,752000,
12692,4,h,S,13.9,2,2,656,,Eastern Metropolitan,9028,1480000,54
12693,4,h,PI,13.9,2,2,872,185,Eastern Metropolitan,9028,1300000,49
12694,4,h,PI,13.9,2,2,664,150,Eastern Metropolitan,9028,1400000,39
12695,3,h,S,13.9,2,2,980,,Eastern Metropolitan,9028,1542000,
12696,4,t,S,13.9,,,,,Eastern Metropolitan,9028,,
12697,3,h,SN,13.9,,,,,Eastern Metropolitan,9028,,
12698,4,h,S,13.9,,,,,Eastern Metropolitan,9028,1740000,
12699,3,h,S,13.9,,,,,Eastern Metropolitan,9028,1380000,
12700,3,u,S,13.9,,,,,Eastern Metropolitan,9028,950000,
12701,5,h,S,13.9,,,,,Eastern Metropolitan,9028,1360000,
12702,4,h,PI,13.9,3,2,661,170,Eastern Metropolitan,9028,1100000,54
12703,3,h,S,13.9,,,,,Eastern Metropolitan,9028,1489000,
12704,4,h,S,13.9,,,,,Eastern Metropolitan,9028,,
12705,2,u,S,13.9,1,1,261,,Eastern Metropolitan,9028,782000,35
12706,3,h,SP,13.9,2,2,656,123,Eastern Metropolitan,9028,,39
12707,4,t,S,13.9,3,2,242,,Eastern Metropolitan,9028,1090000,24
12708,3,h,S,13.9,2,2,820,,Eastern Metropolitan,9028,1700000,
12709,3,h,S,13.9,1,1,814,120,Eastern Metropolitan,9028,1355000,54
12710,4,h,S,13.9,2,2,814,,Eastern Metropolitan,9028,1880000,
12711,4,h,S,13.9,3,2,647,,Eastern Metropolitan,9028,1545000,
12712,4,h,S,13.9,2,2,1033,,Eastern Metropolitan,9028,1955000,
12713,2,u,S,13.9,,,,,Eastern Metropolitan,9028,655000,
12714,2,u,S,8,1,1,921,,Western Metropolitan,9264,440000,
12715,3,h,S,8,2,1,763,,Western Metropolitan,9264,1700000,
12716,3,h,VB,8,1,2,363,,Western Metropolitan,9264,1070000,
12717,3,u,VB,8,,,,,Western Metropolitan,9264,1000000,
12718,4,h,S,8,2,2,631,,Western Metropolitan,9264,,
12719,2,h,S,8,1,1,342,,Western Metropolitan,9264,745000,
12720,4,h,VB,8,2,1,267,,Western Metropolitan,9264,1400000,
12721,3,h,S,8,,,,,Western Metropolitan,9264,1000000,
12722,3,h,S,8,2,2,359,,Western Metropolitan,9264,1400000,
12723,5,h,S,8,3,3,900,40,Western Metropolitan,9264,2020000,
12724,2,u,W,8,2,1,0,,Western Metropolitan,9264,,6
12725,1,u,S,8,1,1,0,50,Western Metropolitan,9264,325000,
12726,3,h,SP,8,1,1,578,,Western Metropolitan,9264,1400000,
12727,2,u,VB,8,1,1,251,,Western Metropolitan,9264,700000,
12728,4,h,S,8,,,,,Western Metropolitan,9264,1510000,
12729,5,h,S,8,2,1,697,196,Western Metropolitan,9264,1652000,99
12730,3,h,S,8,1,1,387,135,Western Metropolitan,9264,1131000,119
12731,5,h,S,8,3,1,695,,Western Metropolitan,9264,1607500,
12732,2,u,VB,8,1,1,0,74,Western Metropolitan,9264,450000,
12733,1,u,SP,8,1,1,845,45,Western Metropolitan,9264,310000,42
12734,3,h,S,8,1,1,476,,Western Metropolitan,9264,1400000,
12735,4,h,S,8,2,2,639,,Western Metropolitan,9264,1720000,
12736,3,h,S,8,3,2,309,,Western Metropolitan,9264,983000,
12737,1,u,VB,8,1,1,0,,Western Metropolitan,9264,330000,5
12738,4,t,S,8,2,1,230,,Western Metropolitan,9264,1162500,
12739,3,h,S,8,,,,,Western Metropolitan,9264,1926000,
12740,2,u,S,8,1,1,179,,Western Metropolitan,9264,707000,
12741,3,u,S,8,1,1,227,120,Western Metropolitan,9264,700000,14
12742,8,h,SN,8,,,,,Western Metropolitan,9264,,
12743,8,h,SN,8,3,3,1160,,Western Metropolitan,9264,,
12744,2,u,PI,8,2,1,0,,Western Metropolitan,9264,510000,
12745,2,u,PI,8,1,1,0,75,Western Metropolitan,9264,610000,7
12746,3,h,PI,8,2,1,411,159,Western Metropolitan,9264,960000,29
12747,1,h,VB,8,1,1,46,,Western Metropolitan,9264,350000,49
12748,3,h,S,8,1,2,532,,Western Metropolitan,9264,,
12749,1,u,S,8,1,1,62,53,Western Metropolitan,9264,426500,59
12750,2,u,S,5.8,1,1,0,87,Northern Metropolitan,2970,676000,17
12751,3,h,S,5.8,2,2,300,172,Northern Metropolitan,2970,,19
12752,2,h,SP,5.8,1,1,405,100,Northern Metropolitan,2970,,69
12753,3,h,PI,5.8,1,2,574,150,Northern Metropolitan,2970,1500000,94
12754,4,h,S,5.8,,,,,Northern Metropolitan,2970,2035000,
12755,3,h,SP,12.4,1,2,650,,Northern Metropolitan,5070,700000,
12756,3,h,S,12.4,1,2,585,88,Northern Metropolitan,5070,660000,59
12757,3,h,S,12.4,1,3,578,128,Northern Metropolitan,5070,741000,59
12758,3,h,SP,12.4,,,,,Northern Metropolitan,5070,640000,
12759,3,h,S,12.4,,,,,Northern Metropolitan,5070,688000,
12760,2,h,S,12.4,1,1,689,,Northern Metropolitan,5070,949500,
12761,3,u,S,12.4,2,1,207,205,Northern Metropolitan,5070,532000,12
12762,3,h,S,12.4,1,1,602,,Northern Metropolitan,5070,698000,
12763,3,h,S,12.4,2,1,577,,Northern Metropolitan,5070,687000,
12764,3,h,S,12.4,1,2,585,,Northern Metropolitan,5070,670000,
12765,3,h,PI,12.4,1,2,1069,120,Northern Metropolitan,5070,1000000,59
12766,3,h,S,12.4,,,,,Northern Metropolitan,5070,599000,
12767,2,u,S,12.4,1,1,196,,Northern Metropolitan,5070,445000,
12768,3,h,S,12.4,1,2,638,,Northern Metropolitan,5070,730000,
12769,3,t,S,12.4,,,,,Northern Metropolitan,5070,600000,
12770,2,h,S,12.4,1,2,606,,Northern Metropolitan,5070,725000,
12771,3,h,SP,12.4,1,2,585,101,Northern Metropolitan,5070,,59
12772,3,h,S,12.4,1,1,540,,Northern Metropolitan,5070,668000,
12773,2,u,SP,12.4,1,1,0,67,Northern Metropolitan,5070,328000,49
12774,3,t,S,12.4,3,3,247,103,Northern Metropolitan,5070,543500,8
12775,2,h,S,3.5,1,1,226,,Northern Metropolitan,6244,,
12776,2,h,S,3.5,1,0,204,,Northern Metropolitan,6244,1200000,
12777,1,u,S,3.5,1,1,0,32,Northern Metropolitan,6244,330000,49
12778,2,h,S,3.5,1,0,160,119,Northern Metropolitan,6244,846000,139
12779,2,h,S,3.5,1,0,176,89,Northern Metropolitan,6244,,139
12780,2,h,S,3.5,1,0,176,,Northern Metropolitan,6244,1345000,
12781,2,h,S,3.5,2,1,182,,Northern Metropolitan,6244,1802500,139
12782,2,h,SP,3.5,1,0,138,,Northern Metropolitan,6244,1520000,
12783,3,h,S,3.5,1,0,204,,Northern Metropolitan,6244,1625000,
12784,3,h,S,3.5,1,1,340,,Northern Metropolitan,6244,2555000,
12785,2,u,PI,3.5,1,1,4296,,Northern Metropolitan,6244,,8
12786,1,u,PI,3.5,,,,,Northern Metropolitan,6244,,
12787,2,h,S,3.5,1,0,192,85.2,Northern Metropolitan,6244,1055000,109
12788,1,h,VB,3.5,1,0,138,,Northern Metropolitan,6244,950000,
12789,2,h,SP,4.4,1,1,186,,Northern Metropolitan,3593,1100000,
12790,3,h,S,4.4,2,2,226,140,Northern Metropolitan,3593,1250000,17
12791,2,t,S,4.4,,,,,Northern Metropolitan,3593,615000,
12792,2,t,S,4.4,,,,,Northern Metropolitan,3593,668000,
12793,2,h,S,4.4,1,0,274,103,Northern Metropolitan,3593,953000,89
12794,1,u,PI,4.4,1,1,0,39,Northern Metropolitan,3593,,49
12795,2,u,S,4.4,1,1,0,96,Northern Metropolitan,3593,603000,129
12796,3,h,S,4.4,1,1,320,110,Northern Metropolitan,3593,940000,79
12797,5,h,PI,4.4,1,1,432,200,Northern Metropolitan,3593,1550000,104
12798,2,u,S,4.4,1,1,0,72.9,Northern Metropolitan,3593,500000,49
12799,2,u,S,4.4,1,1,0,62,Northern Metropolitan,3593,450000,49
12800,2,u,VB,4.4,1,1,472,55,Northern Metropolitan,3593,390000,59
12801,3,h,S,4.4,1,0,251,,Northern Metropolitan,3593,1205000,
12802,3,h,SP,4.4,1,1,180,132,Northern Metropolitan,3593,1085000,28
12803,3,h,S,4.4,2,0,289,123,Northern Metropolitan,3593,,109
12804,2,h,S,4.4,1,0,209,75,Northern Metropolitan,3593,1060000,129
12805,3,h,S,4.4,1,0,143,136,Northern Metropolitan,3593,917000,129
12806,2,u,PI,6.4,1,1,1783,,Western Metropolitan,7570,392500,59
12807,3,h,SP,6.4,1,1,482,,Western Metropolitan,7570,1320000,
12808,2,u,VB,6.4,1,1,,,Western Metropolitan,7570,400000,
12809,3,h,S,6.4,,,,,Western Metropolitan,7570,985000,
12810,3,t,SP,6.4,,,,,Western Metropolitan,7570,803000,
12811,2,h,S,6.4,1,0,267,99.5,Western Metropolitan,7570,885000,129
12812,3,h,SP,6.4,2,2,313,103,Western Metropolitan,7570,,39
12813,2,t,SP,6.4,2,1,0,70,Western Metropolitan,7570,485000,8
12814,3,t,VB,6.4,1,1,219,3,Western Metropolitan,7570,760000,8
12815,3,h,S,6.4,2,3,487,,Western Metropolitan,7570,1375000,
12816,3,h,S,6.4,1,1,452,,Western Metropolitan,7570,1270000,106
12817,3,h,S,6.4,1,1,267,101,Western Metropolitan,7570,871000,119
12818,4,h,SP,6.4,,,,,Western Metropolitan,7570,,
12819,2,u,PI,6.4,1,1,761,,Western Metropolitan,7570,360000,
12820,1,u,SP,6.4,1,1,0,,Western Metropolitan,7570,315000,
12821,3,h,S,6.4,1,0,210,,Western Metropolitan,7570,831000,
12822,4,t,S,6.4,3,2,,,Western Metropolitan,7570,961000,
12823,2,u,SN,6.4,1,1,2253,,Western Metropolitan,7570,,
12824,2,h,SP,6.4,1,0,172,80,Western Metropolitan,7570,882000,119
12825,3,h,PI,6.4,1,2,272,106,Western Metropolitan,7570,895000,99
12826,2,u,S,10.4,,,,,Southern Metropolitan,2403,560000,
12827,2,u,S,10.4,,,,,Southern Metropolitan,2403,425000,
12828,1,u,SP,10.4,1,1,1162,44,Southern Metropolitan,2403,260000,54
12829,2,u,S,10.4,,,,,Southern Metropolitan,2403,730000,
12830,2,u,S,10.4,,,,,Southern Metropolitan,2403,535000,
12831,2,u,S,10.4,2,1,0,,Southern Metropolitan,2403,575000,
12832,2,u,S,10.4,,,,,Southern Metropolitan,2403,770000,
12833,1,u,PN,10.4,,,,,Southern Metropolitan,2403,,
12834,3,t,VB,9.2,,,,,Southern Metropolitan,10412,950000,
12835,3,h,SP,9.2,2,2,269,184,Southern Metropolitan,10412,1452000,22
12836,2,u,S,9.2,2,1,2696,,Southern Metropolitan,10412,721000,49
12837,3,h,SP,9.2,1,3,732,138,Southern Metropolitan,10412,1800000,69
12838,3,t,S,9.2,2,2,0,131,Southern Metropolitan,10412,1253000,24
12839,2,h,S,9.2,1,2,666,,Southern Metropolitan,10412,,
12840,4,h,PI,9.2,2,2,744,204,Southern Metropolitan,10412,,129
12841,4,t,S,9.2,2,2,272,,Southern Metropolitan,10412,,
12842,3,h,S,9.2,,,,,Southern Metropolitan,10412,,
12843,3,h,SN,9.2,1,4,364,115,Southern Metropolitan,10412,,79
12844,5,h,S,9.2,2,2,794,,Southern Metropolitan,10412,1950000,99
12845,3,t,S,9.2,2,2,172,119,Southern Metropolitan,10412,,49
12846,5,h,S,9.2,,,,,Southern Metropolitan,10412,,
12847,3,h,S,9.2,1,2,715,,Southern Metropolitan,10412,2085000,
12848,4,h,PI,9.2,3,3,622,160,Southern Metropolitan,10412,1760000,79
12849,2,u,S,9.2,1,2,0,,Southern Metropolitan,10412,710000,
12850,4,h,S,9.2,2,2,586,,Southern Metropolitan,10412,2340000,
12851,4,h,S,9.2,2,3,1088,,Southern Metropolitan,10412,,
12852,3,h,S,9.2,3,2,662,265,Southern Metropolitan,10412,3310000,31
12853,4,h,S,9.2,,,,,Southern Metropolitan,10412,,
12854,4,h,S,9.2,2,1,552,213,Southern Metropolitan,10412,,104
12855,3,h,S,9.2,1,2,453,102,Southern Metropolitan,10412,1601000,89
12856,2,t,S,9.2,1,2,97,,Southern Metropolitan,10412,797000,49
12857,4,h,SN,9.2,2,2,886,217,Southern Metropolitan,10412,,69
12858,5,h,SN,9.2,3,4,913,224,Southern Metropolitan,10412,,99
12859,2,u,S,9.2,1,1,157,97,Southern Metropolitan,10412,910000,49
12860,3,t,S,9.2,2,2,184,,Southern Metropolitan,10412,1315000,
12861,3,h,S,13,1,2,697,,Northern Metropolitan,8870,683000,
12862,3,h,S,13,1,1,1011,,Northern Metropolitan,8870,1158000,
12863,4,h,S,13,1,2,677,,Northern Metropolitan,8870,793000,
12864,3,h,PI,13,1,2,742,101,Northern Metropolitan,8870,780000,49
12865,2,t,VB,13,2,1,1137,82,Northern Metropolitan,8870,420000,10
12866,3,h,S,13,1,2,697,148,Northern Metropolitan,8870,895000,64
12867,2,h,S,13,,,,,Northern Metropolitan,8870,671000,
12868,3,t,S,13,,,,,Northern Metropolitan,8870,622250,
12869,2,h,S,13,,,,,Northern Metropolitan,8870,800000,
12870,2,t,S,13,,,,,Northern Metropolitan,8870,570000,
12871,3,h,PI,13,1,2,751,145,Northern Metropolitan,8870,885000,47
12872,3,h,S,13,1,2,663,84,Northern Metropolitan,8870,597500,69
12873,3,h,PI,13,1,1,656,,Northern Metropolitan,8870,,59
12874,3,h,SP,13,1,2,650,,Northern Metropolitan,8870,690000,
12875,3,h,S,13,1,2,738,107.4,Northern Metropolitan,8870,822000,59
12876,3,u,PI,13,,,,,Northern Metropolitan,8870,500000,
12877,3,h,S,13,1,2,587,,Northern Metropolitan,8870,710000,
12878,2,t,S,13,,,,,Northern Metropolitan,8870,512500,
12879,3,h,S,13,,,,,Northern Metropolitan,8870,510000,
12880,3,h,S,13,2,4,563,,Northern Metropolitan,8870,730000,69
12881,3,h,S,13,1,2,702,,Northern Metropolitan,8870,901000,
12882,2,h,S,13,,,,,Northern Metropolitan,8870,541000,
12883,3,h,S,13,,,,,Northern Metropolitan,8870,810000,
12884,3,t,VB,13,,,,,Northern Metropolitan,8870,650000,
12885,3,t,S,13,,,,,Northern Metropolitan,8870,580000,
12886,3,h,S,13,1,2,674,,Northern Metropolitan,8870,643000,
12887,5,t,S,13,1,1,227,152,Northern Metropolitan,8870,645000,6
12888,3,t,SP,13,1,2,258,142.6,Northern Metropolitan,8870,595000,18
12889,3,h,S,13,1,1,697,,Northern Metropolitan,8870,820000,59
12890,4,h,VB,13,3,2,715,271,Northern Metropolitan,8870,1050000,49
12891,3,t,PI,13,1,1,56,124,Northern Metropolitan,8870,,16
12892,3,h,PI,13,1,1,694,,Northern Metropolitan,8870,621000,
12893,3,h,S,13,1,2,694,110,Northern Metropolitan,8870,705000,59
12894,3,t,PI,13,,,,,Northern Metropolitan,8870,,
12895,3,u,S,13,2,2,0,118,Northern Metropolitan,8870,590000,10
12896,3,t,SP,13,2,2,243,133,Northern Metropolitan,8870,680000,5
12897,3,h,SP,13,,,,,Northern Metropolitan,8870,640000,
12898,3,h,S,13,1,2,666,176,Northern Metropolitan,8870,935000,59
12899,3,t,S,13,2,3,300,,Northern Metropolitan,8870,720000,6
12900,3,h,SP,12.1,,,,,Northern Metropolitan,2606,,
12901,3,h,S,12.1,1,2,585,,Northern Metropolitan,2606,725000,
12902,3,h,SP,12.1,1,4,605,145,Northern Metropolitan,2606,740000,59
12903,4,h,S,12.1,3,2,530,530,Northern Metropolitan,2606,880000,
12904,3,t,S,12.1,2,1,240,,Northern Metropolitan,2606,630000,
12905,3,h,S,13.7,1,2,681,,Southern Metropolitan,5454,1615000,
12906,3,h,S,13.7,2,1,766,,Southern Metropolitan,5454,2513000,89
12907,3,t,PI,13.7,2,1,238,120,Southern Metropolitan,5454,,20
12908,3,h,SP,13.7,2,3,766,,Southern Metropolitan,5454,,
12909,2,u,SN,13.7,1,1,103,,Southern Metropolitan,5454,,59
12910,4,h,SN,13.7,2,2,629,203,Southern Metropolitan,5454,,89
12911,4,t,S,13.7,2,2,351,,Southern Metropolitan,5454,1910000,
12912,3,h,S,13.7,2,2,699,,Southern Metropolitan,5454,1620000,
12913,1,u,PI,13.7,1,1,0,,Southern Metropolitan,5454,,
12914,2,h,S,13.7,1,2,650,,Southern Metropolitan,5454,1789000,
12915,2,t,SP,13.7,2,1,516,92,Southern Metropolitan,5454,837000,12
12916,3,h,S,13.7,2,2,672,,Southern Metropolitan,5454,,
12917,4,h,PI,13.7,3,2,684,317,Southern Metropolitan,5454,2500000,11
12918,2,u,S,13.7,1,1,136,,Southern Metropolitan,5454,665000,49
12919,3,h,S,13.7,2,2,566,183,Southern Metropolitan,5454,,91
12920,5,h,S,13.7,2,2,557,349,Southern Metropolitan,5454,,49
12921,3,h,S,13.7,1,1,611,,Southern Metropolitan,5454,1560000,
12922,3,h,PI,13.7,2,2,580,162,Southern Metropolitan,5454,,69
12923,4,t,SA,13.7,3,2,398,285,Southern Metropolitan,5454,,14
12924,2,u,S,13.7,1,1,90,90,Southern Metropolitan,5454,860000,57
12925,3,h,PI,13.7,1,2,251,,Southern Metropolitan,5454,1475000,
12926,2,h,S,13.7,1,2,171,,Southern Metropolitan,5454,840000,
12927,3,t,PI,14.5,,,,,Southern Metropolitan,2356,,
12928,3,h,S,14.5,,,,,Southern Metropolitan,2356,1326000,
12929,4,h,S,14.5,,,,,Southern Metropolitan,2356,1610000,
12930,3,t,PI,14.5,,,,,Southern Metropolitan,2356,,
12931,2,u,S,14.5,,,,,Southern Metropolitan,2356,500000,
12932,2,h,S,14.5,,,,,Southern Metropolitan,2356,1436000,
12933,4,h,S,14.5,,,,,Southern Metropolitan,2356,,
12934,3,t,PI,14.5,,,,,Southern Metropolitan,2356,,
12935,2,u,PI,14.5,,,,,Southern Metropolitan,2356,,
12936,2,t,S,14.5,,,,,Southern Metropolitan,2356,993000,
12937,2,t,PI,14.5,,,,,Southern Metropolitan,2356,1150000,
12938,2,u,S,14.5,,,,,Southern Metropolitan,2356,1175000,
12939,3,h,S,4.6,1,0,217,171,Southern Metropolitan,11308,,139
12940,3,h,VB,4.6,1,2,338,132,Southern Metropolitan,11308,1700000,109
12941,1,u,S,4.6,1,1,0,51,Southern Metropolitan,11308,440000,59
12942,2,u,PI,4.6,1,1,1063,,Southern Metropolitan,11308,580000,
12943,1,u,S,4.6,1,1,918,50,Southern Metropolitan,11308,535000,13
12944,3,u,S,4.6,,,,,Southern Metropolitan,11308,,
12945,2,u,S,4.6,1,1,2679,78,Southern Metropolitan,11308,635000,59
12946,1,u,S,4.6,1,0,0,55,Southern Metropolitan,11308,317500,62
12947,1,u,VB,4.6,1,0,322,,Southern Metropolitan,11308,160000,10
12948,1,u,PI,4.6,1,1,1402,,Southern Metropolitan,11308,,
12949,1,u,PI,4.6,1,1,6494,77.5,Southern Metropolitan,11308,360000,54
12950,1,h,VB,4.6,1,1,0,,Southern Metropolitan,11308,300000,
12951,2,h,S,4.6,1,1,341,,Southern Metropolitan,11308,,
12952,3,h,S,4.6,1,2,123,,Southern Metropolitan,11308,,
12953,4,h,PI,4.6,,,,,Southern Metropolitan,11308,,
12954,4,h,SP,4.6,1,0,1107,,Southern Metropolitan,11308,,95
12955,1,u,W,4.6,1,1,0,69,Southern Metropolitan,11308,,59
12956,2,h,S,4.6,1,0,221,106,Southern Metropolitan,11308,1800000,119
12957,1,u,SP,4.6,1,0,479,30,Southern Metropolitan,11308,275000,49
12958,3,t,VB,4.6,2,1,126,,Southern Metropolitan,11308,1300000,
12959,12,h,PI,4.6,,,,,Southern Metropolitan,11308,4700000,
12960,3,h,VB,4.6,1,0,269,134,Southern Metropolitan,11308,1525000,114
12961,2,h,S,4.6,1,1,201,,Southern Metropolitan,11308,1620000,
12962,3,h,S,4.6,2,1,254,,Southern Metropolitan,11308,1985000,109
12963,3,h,S,4.6,1,4,368,,Southern Metropolitan,11308,1750000,
